plate_map_name	well_position	plating_density	line_ID	line_condition	line_source
BR_NCP_STEM_1	D17	10000	43	deletion	human
BR_NCP_STEM_1	D18	10000	43	deletion	human
BR_NCP_STEM_1	D19	10000	18	control	human
BR_NCP_STEM_1	D20	10000	18	control	human
BR_NCP_STEM_1	D21	10000	6	control	human
BR_NCP_STEM_1	D22	10000	6	control	human
BR_NCP_STEM_1	D23	10000	29	deletion	human
BR_NCP_STEM_1	D24	10000	29	deletion	human
BR_NCP_STEM_1	E01	10000	27	deletion	human
BR_NCP_STEM_1	E02	10000	27	deletion	human
BR_NCP_STEM_1	E03	10000	41	deletion	human
BR_NCP_STEM_1	E04	10000	41	deletion	human
BR_NCP_STEM_1	E05	10000	32	deletion	human
BR_NCP_STEM_1	E06	10000	32	deletion	human
BR_NCP_STEM_1	E07	10000	46	deletion	human
BR_NCP_STEM_1	E08	10000	46	deletion	human
BR_NCP_STEM_1	E09	10000	1	control	human
BR_NCP_STEM_1	E10	10000	1	control	human
BR_NCP_STEM_1	E11	10000	33	deletion	human
BR_NCP_STEM_1	E12	10000	33	deletion	human
BR_NCP_STEM_1	E13	10000	14	control	human
BR_NCP_STEM_1	E14	10000	14	control	human
BR_NCP_STEM_1	E15	10000	9	control	human
BR_NCP_STEM_1	E16	10000	9	control	human
BR_NCP_STEM_1	E17	10000	23	control	isogenic_control
BR_NCP_STEM_1	E18	10000	23	control	isogenic_control
BR_NCP_STEM_1	E19	10000	22	control	human
BR_NCP_STEM_1	E20	10000	22	control	human
BR_NCP_STEM_1	E21	10000	3	control	human
BR_NCP_STEM_1	E22	10000	3	control	human
BR_NCP_STEM_1	E23	10000	28	deletion	human
BR_NCP_STEM_1	E24	10000	28	deletion	human
BR_NCP_STEM_1	F01	10000	27	deletion	human
BR_NCP_STEM_1	F02	10000	27	deletion	human
BR_NCP_STEM_1	F03	10000	41	deletion	human
BR_NCP_STEM_1	F04	10000	41	deletion	human
BR_NCP_STEM_1	F05	10000	32	deletion	human
BR_NCP_STEM_1	F06	10000	32	deletion	human
BR_NCP_STEM_1	F07	10000	46	deletion	human
BR_NCP_STEM_1	F08	10000	46	deletion	human
BR_NCP_STEM_1	F09	10000	1	control	human
BR_NCP_STEM_1	F10	10000	1	control	human
BR_NCP_STEM_1	F11	10000	33	deletion	human
BR_NCP_STEM_1	F12	10000	33	deletion	human
BR_NCP_STEM_1	F13	10000	14	control	human
BR_NCP_STEM_1	F14	10000	14	control	human
BR_NCP_STEM_1	F15	10000	9	control	human
BR_NCP_STEM_1	F16	10000	9	control	human
BR_NCP_STEM_1	F17	10000	23	control	isogenic_control
BR_NCP_STEM_1	F18	10000	23	control	isogenic_control
BR_NCP_STEM_1	F19	10000	22	control	human
BR_NCP_STEM_1	F20	10000	22	control	human
BR_NCP_STEM_1	F21	10000	3	control	human
BR_NCP_STEM_1	F22	10000	3	control	human
BR_NCP_STEM_1	F23	10000	28	deletion	human
BR_NCP_STEM_1	F24	10000	28	deletion	human
BR_NCP_STEM_1	G01	10000	5	control	human
BR_NCP_STEM_1	G02	10000	5	control	human
BR_NCP_STEM_1	G03	10000	35	deletion	human
BR_NCP_STEM_1	G04	10000	35	deletion	human
BR_NCP_STEM_1	G05	10000	13	control	human
BR_NCP_STEM_1	G06	10000	13	control	human
BR_NCP_STEM_1	G07	10000	19	control	human
BR_NCP_STEM_1	G08	10000	19	control	human
BR_NCP_STEM_1	G09	10000	24	control	isogenic_control
BR_NCP_STEM_1	G10	10000	24	control	isogenic_control
BR_NCP_STEM_1	G11	10000	17	control	human
BR_NCP_STEM_1	G12	10000	17	control	human
BR_NCP_STEM_1	G13	10000	21	control	human
BR_NCP_STEM_1	G14	10000	21	control	human
BR_NCP_STEM_1	G15	10000	28	deletion	human
BR_NCP_STEM_1	G16	10000	28	deletion	human
BR_NCP_STEM_1	G17	10000	31	deletion	human
BR_NCP_STEM_1	G18	10000	31	deletion	human
BR_NCP_STEM_1	G19	10000	10	control	human
BR_NCP_STEM_1	G20	10000	10	control	human
BR_NCP_STEM_1	G21	10000	45	deletion	human
BR_NCP_STEM_1	G22	10000	45	deletion	human
BR_NCP_STEM_1	G23	10000	11	control	human
BR_NCP_STEM_1	G24	10000	11	control	human
BR_NCP_STEM_1	H01	10000	5	control	human
BR_NCP_STEM_1	H02	10000	5	control	human
BR_NCP_STEM_1	H03	10000	35	deletion	human
BR_NCP_STEM_1	H04	10000	35	deletion	human
BR_NCP_STEM_1	H05	10000	13	control	human
BR_NCP_STEM_1	H06	10000	13	control	human
BR_NCP_STEM_1	H07	10000	19	control	human
BR_NCP_STEM_1	H08	10000	19	control	human
BR_NCP_STEM_1	H09	10000	24	control	isogenic_control
BR_NCP_STEM_1	H10	10000	24	control	isogenic_control
BR_NCP_STEM_1	H11	10000	17	control	human
BR_NCP_STEM_1	H12	10000	17	control	human
BR_NCP_STEM_1	H13	10000	21	control	human
BR_NCP_STEM_1	H14	10000	21	control	human
BR_NCP_STEM_1	H15	10000	28	deletion	human
BR_NCP_STEM_1	H16	10000	28	deletion	human
BR_NCP_STEM_1	H17	10000	31	deletion	human
BR_NCP_STEM_1	H18	10000	31	deletion	human
BR_NCP_STEM_1	H19	10000	10	control	human
BR_NCP_STEM_1	H20	10000	10	control	human
BR_NCP_STEM_1	H21	10000	45	deletion	human
BR_NCP_STEM_1	H22	10000	45	deletion	human
BR_NCP_STEM_1	H23	10000	11	control	human
BR_NCP_STEM_1	H24	10000	11	control	human
BR_NCP_STEM_1	I01	10000	24	control	isogenic_control
BR_NCP_STEM_1	I02	10000	24	control	isogenic_control
BR_NCP_STEM_1	I03	10000	38	deletion	human
BR_NCP_STEM_1	I04	10000	38	deletion	human
BR_NCP_STEM_1	I05	10000	44	deletion	human
BR_NCP_STEM_1	I06	10000	44	deletion	human
BR_NCP_STEM_1	I07	10000	47	deletion	human
BR_NCP_STEM_1	I08	10000	47	deletion	human
BR_NCP_STEM_1	I09	10000	20	control	human
BR_NCP_STEM_1	I10	10000	20	control	human
BR_NCP_STEM_1	I11	10000	12	control	human
BR_NCP_STEM_1	I12	10000	12	control	human
BR_NCP_STEM_1	I13	10000	47	deletion	human
BR_NCP_STEM_1	I14	10000	47	deletion	human
BR_NCP_STEM_1	I15	10000	5	control	human
BR_NCP_STEM_1	I16	10000	5	control	human
BR_NCP_STEM_1	I17	10000	40	deletion	human
BR_NCP_STEM_1	I18	10000	40	deletion	human
BR_NCP_STEM_1	I19	10000	27	deletion	human
BR_NCP_STEM_1	I20	10000	27	deletion	human
BR_NCP_STEM_1	I21	10000	42	deletion	human
BR_NCP_STEM_1	I22	10000	42	deletion	human
BR_NCP_STEM_1	I23	10000	19	control	human
BR_NCP_STEM_1	I24	10000	19	control	human
BR_NCP_STEM_1	J01	10000	24	control	isogenic_control
BR_NCP_STEM_1	J02	10000	24	control	isogenic_control
BR_NCP_STEM_1	J03	10000	38	deletion	human
BR_NCP_STEM_1	J04	10000	38	deletion	human
BR_NCP_STEM_1	J05	10000	44	deletion	human
BR_NCP_STEM_1	J06	10000	44	deletion	human
BR_NCP_STEM_1	J07	10000	47	deletion	human
BR_NCP_STEM_1	J08	10000	47	deletion	human
BR_NCP_STEM_1	J09	10000	20	control	human
BR_NCP_STEM_1	J10	10000	20	control	human
BR_NCP_STEM_1	J11	10000	12	control	human
BR_NCP_STEM_1	J12	10000	12	control	human
BR_NCP_STEM_1	J13	10000	47	deletion	human
BR_NCP_STEM_1	J14	10000	47	deletion	human
BR_NCP_STEM_1	J15	10000	5	control	human
BR_NCP_STEM_1	J16	10000	5	control	human
BR_NCP_STEM_1	J17	10000	40	deletion	human
BR_NCP_STEM_1	J18	10000	40	deletion	human
BR_NCP_STEM_1	J19	10000	27	deletion	human
BR_NCP_STEM_1	J20	10000	27	deletion	human
BR_NCP_STEM_1	J21	10000	42	deletion	human
BR_NCP_STEM_1	J22	10000	42	deletion	human
BR_NCP_STEM_1	J23	10000	19	control	human
BR_NCP_STEM_1	J24	10000	19	control	human
BR_NCP_STEM_1	K01	10000	6	control	human
BR_NCP_STEM_1	K02	10000	6	control	human
BR_NCP_STEM_1	K03	10000	40	deletion	human
BR_NCP_STEM_1	K04	10000	40	deletion	human
BR_NCP_STEM_1	K05	10000	41	deletion	human
BR_NCP_STEM_1	K06	10000	41	deletion	human
BR_NCP_STEM_1	K07	10000	2	control	human
BR_NCP_STEM_1	K08	10000	2	control	human
BR_NCP_STEM_1	K09	10000	26	deletion	isogenic_deletion
BR_NCP_STEM_1	K10	10000	26	deletion	isogenic_deletion
BR_NCP_STEM_1	K11	10000	48	deletion	human
BR_NCP_STEM_1	K12	10000	48	deletion	human
BR_NCP_STEM_1	K13	10000	39	deletion	human
BR_NCP_STEM_1	K14	10000	39	deletion	human
BR_NCP_STEM_1	K15	10000	48	deletion	human
BR_NCP_STEM_1	K16	10000	48	deletion	human
BR_NCP_STEM_1	K17	10000	30	deletion	human
BR_NCP_STEM_1	K18	10000	30	deletion	human
BR_NCP_STEM_1	K19	10000	8	control	human
BR_NCP_STEM_1	K20	10000	8	control	human
BR_NCP_STEM_1	K21	10000	46	deletion	human
BR_NCP_STEM_1	K22	10000	46	deletion	human
BR_NCP_STEM_1	K23	10000	32	deletion	human
BR_NCP_STEM_1	K24	10000	32	deletion	human
BR_NCP_STEM_1	L01	10000	6	control	human
BR_NCP_STEM_1	L02	10000	6	control	human
BR_NCP_STEM_1	L03	10000	40	deletion	human
BR_NCP_STEM_1	L04	10000	40	deletion	human
BR_NCP_STEM_1	L05	10000	41	deletion	human
BR_NCP_STEM_1	L06	10000	41	deletion	human
BR_NCP_STEM_1	L07	10000	2	control	human
BR_NCP_STEM_1	L08	10000	2	control	human
BR_NCP_STEM_1	L09	10000	26	deletion	isogenic_deletion
BR_NCP_STEM_1	L10	10000	26	deletion	isogenic_deletion
BR_NCP_STEM_1	L11	10000	48	deletion	human
BR_NCP_STEM_1	L12	10000	48	deletion	human
BR_NCP_STEM_1	L13	10000	39	deletion	human
BR_NCP_STEM_1	L14	10000	39	deletion	human
BR_NCP_STEM_1	L15	10000	48	deletion	human
BR_NCP_STEM_1	L16	10000	48	deletion	human
BR_NCP_STEM_1	L17	10000	30	deletion	human
BR_NCP_STEM_1	L18	10000	30	deletion	human
BR_NCP_STEM_1	L19	10000	8	control	human
BR_NCP_STEM_1	L20	10000	8	control	human
BR_NCP_STEM_1	L21	10000	46	deletion	human
BR_NCP_STEM_1	L22	10000	46	deletion	human
BR_NCP_STEM_1	L23	10000	32	deletion	human
BR_NCP_STEM_1	L24	10000	32	deletion	human
BR_NCP_STEM_1	M01	10000	14	control	human
BR_NCP_STEM_1	M02	10000	14	control	human
BR_NCP_STEM_1	M03	10000	36	deletion	human
BR_NCP_STEM_1	M04	10000	36	deletion	human
BR_NCP_STEM_1	M05	10000	43	deletion	human
BR_NCP_STEM_1	M06	10000	43	deletion	human
BR_NCP_STEM_1	M07	10000	16	control	human
BR_NCP_STEM_1	M08	10000	16	control	human
BR_NCP_STEM_1	M09	10000	45	deletion	human
BR_NCP_STEM_1	M10	10000	45	deletion	human
BR_NCP_STEM_1	M11	10000	4	control	human
BR_NCP_STEM_1	M12	10000	4	control	human
BR_NCP_STEM_1	M13	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	M14	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	M15	10000	34	deletion	human
BR_NCP_STEM_1	M16	10000	34	deletion	human
BR_NCP_STEM_1	M17	10000	44	deletion	human
BR_NCP_STEM_1	M18	10000	44	deletion	human
BR_NCP_STEM_1	M19	10000	15	control	human
BR_NCP_STEM_1	M20	10000	15	control	human
BR_NCP_STEM_1	M21	10000	37	deletion	human
BR_NCP_STEM_1	M22	10000	37	deletion	human
BR_NCP_STEM_1	M23	10000	7	control	human
BR_NCP_STEM_1	M24	10000	7	control	human
BR_NCP_STEM_1	N01	10000	14	control	human
BR_NCP_STEM_1	N02	10000	14	control	human
BR_NCP_STEM_1	N03	10000	36	deletion	human
BR_NCP_STEM_1	N04	10000	36	deletion	human
BR_NCP_STEM_1	N05	10000	43	deletion	human
BR_NCP_STEM_1	N06	10000	43	deletion	human
BR_NCP_STEM_1	N07	10000	16	control	human
BR_NCP_STEM_1	N08	10000	16	control	human
BR_NCP_STEM_1	N09	10000	45	deletion	human
BR_NCP_STEM_1	N10	10000	45	deletion	human
BR_NCP_STEM_1	N11	10000	4	control	human
BR_NCP_STEM_1	N12	10000	4	control	human
BR_NCP_STEM_1	N13	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	N14	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	N15	10000	34	deletion	human
BR_NCP_STEM_1	N16	10000	34	deletion	human
BR_NCP_STEM_1	N17	10000	44	deletion	human
BR_NCP_STEM_1	N18	10000	44	deletion	human
BR_NCP_STEM_1	N19	10000	15	control	human
BR_NCP_STEM_1	N20	10000	15	control	human
BR_NCP_STEM_1	N21	10000	37	deletion	human
BR_NCP_STEM_1	N22	10000	37	deletion	human
BR_NCP_STEM_1	N23	10000	7	control	human
BR_NCP_STEM_1	N24	10000	7	control	human
BR_NCP_STEM_1	O01	10000	10	control	human
BR_NCP_STEM_1	O02	10000	10	control	human
BR_NCP_STEM_1	O03	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	O04	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	O05	10000	8	control	human
BR_NCP_STEM_1	O06	10000	8	control	human
BR_NCP_STEM_1	O07	10000	31	deletion	human
BR_NCP_STEM_1	O08	10000	31	deletion	human
BR_NCP_STEM_1	O09	10000	18	control	human
BR_NCP_STEM_1	O10	10000	18	control	human
BR_NCP_STEM_1	O11	10000	21	control	human
BR_NCP_STEM_1	O12	10000	21	control	human
BR_NCP_STEM_1	O13	10000	3	control	human
BR_NCP_STEM_1	O14	10000	3	control	human
BR_NCP_STEM_1	O15	10000	23	control	isogenic_control
BR_NCP_STEM_1	O16	10000	23	control	isogenic_control
BR_NCP_STEM_1	O17	10000	33	deletion	human
BR_NCP_STEM_1	O18	10000	33	deletion	human
BR_NCP_STEM_1	O19	10000	13	control	human
BR_NCP_STEM_1	O20	10000	13	control	human
BR_NCP_STEM_1	O21	10000	35	deletion	human
BR_NCP_STEM_1	O22	10000	35	deletion	human
BR_NCP_STEM_1	O23	10000	22	control	human
BR_NCP_STEM_1	O24	10000	22	control	human
BR_NCP_STEM_1	P01	10000	10	control	human
BR_NCP_STEM_1	P02	10000	10	control	human
BR_NCP_STEM_1	P03	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	P04	10000	25	deletion	isogenic_deletion
BR_NCP_STEM_1	P05	10000	8	control	human
BR_NCP_STEM_1	P06	10000	8	control	human
BR_NCP_STEM_1	P07	10000	31	deletion	human
BR_NCP_STEM_1	P08	10000	31	deletion	human
BR_NCP_STEM_1	P09	10000	18	control	human
BR_NCP_STEM_1	P10	10000	18	control	human
BR_NCP_STEM_1	P11	10000	21	control	human
BR_NCP_STEM_1	P12	10000	21	control	human
BR_NCP_STEM_1	P13	10000	3	control	human
BR_NCP_STEM_1	P14	10000	3	control	human
BR_NCP_STEM_1	P15	10000	23	control	isogenic_control
BR_NCP_STEM_1	P16	10000	23	control	isogenic_control
BR_NCP_STEM_1	P17	10000	33	deletion	human
BR_NCP_STEM_1	P18	10000	33	deletion	human
BR_NCP_STEM_1	P19	10000	13	control	human
BR_NCP_STEM_1	P20	10000	13	control	human
BR_NCP_STEM_1	P21	10000	35	deletion	human
BR_NCP_STEM_1	P22	10000	35	deletion	human
BR_NCP_STEM_1	P23	10000	22	control	human
BR_NCP_STEM_1	P24	10000	22	control	human
