plate_map_name	well_position	plating_density	line_ID	line_condition	line_source
BR00127194	F07	10000	46	deletion	human
BR00127194	F08	10000	46	deletion	human
BR00127194	F09	10000	1	control	human
BR00127194	F10	10000	1	control	human
BR00127194	F11	10000	33	deletion	human
BR00127194	F12	10000	33	deletion	human
BR00127194	F13	10000	14	control	human
BR00127194	F14	10000	14	control	human
BR00127194	F15	10000	9	control	human
BR00127194	F16	10000	9	control	human
BR00127194	F17	10000	23	control	isogenic_control
BR00127194	F18	10000	23	control	isogenic_control
BR00127194	F19	10000	22	control	human
BR00127194	F20	10000	22	control	human
BR00127194	F21	10000	3	control	human
BR00127194	F22	10000	3	control	human
BR00127194	F23	10000	28	deletion	human
BR00127194	F24	10000	28	deletion	human
BR00127194	G01	10000	5	control	human
BR00127194	G02	10000	5	control	human
BR00127194	G03	10000	35	deletion	human
BR00127194	G04	10000	35	deletion	human
BR00127194	G05	10000	13	control	human
BR00127194	G06	10000	13	control	human
BR00127194	G07	10000	19	control	human
BR00127194	G08	10000	19	control	human
BR00127194	G09	10000	24	control	isogenic_control
BR00127194	G10	10000	24	control	isogenic_control
BR00127194	G11	10000	17	control	human
BR00127194	G12	10000	17	control	human
BR00127194	G13	10000	21	control	human
BR00127194	G14	10000	21	control	human
BR00127194	G15	10000	28	deletion	human
BR00127194	G16	10000	28	deletion	human
BR00127194	G17	10000	31	deletion	human
BR00127194	G18	10000	31	deletion	human
BR00127194	G19	10000	10	control	human
BR00127194	G20	10000	10	control	human
BR00127194	G21	10000	45	deletion	human
BR00127194	G22	10000	45	deletion	human
BR00127194	G23	10000	11	control	human
BR00127194	G24	10000	11	control	human
BR00127194	H01	10000	5	control	human
BR00127194	H02	10000	5	control	human
BR00127194	H03	10000	35	deletion	human
BR00127194	H04	10000	35	deletion	human
BR00127194	H05	10000	13	control	human
BR00127194	H06	10000	13	control	human
BR00127194	H07	10000	19	control	human
BR00127194	H08	10000	19	control	human
BR00127194	H09	10000	24	control	isogenic_control
BR00127194	H10	10000	24	control	isogenic_control
BR00127194	H11	10000	17	control	human
BR00127194	H12	10000	17	control	human
BR00127194	H13	10000	21	control	human
BR00127194	H14	10000	21	control	human
BR00127194	H15	10000	28	deletion	human
BR00127194	H16	10000	28	deletion	human
BR00127194	H17	10000	31	deletion	human
BR00127194	H18	10000	31	deletion	human
BR00127194	H19	10000	10	control	human
BR00127194	H20	10000	10	control	human
BR00127194	H21	10000	45	deletion	human
BR00127194	H22	10000	45	deletion	human
BR00127194	H23	10000	11	control	human
BR00127194	H24	10000	11	control	human
BR00127194	I01	10000	24	control	isogenic_control
BR00127194	I02	10000	24	control	isogenic_control
BR00127194	I03	10000	38	deletion	human
BR00127194	I04	10000	38	deletion	human
BR00127194	I05	10000	44	deletion	human
BR00127194	I06	10000	44	deletion	human
BR00127194	I07	10000	47	deletion	human
BR00127194	I08	10000	47	deletion	human
BR00127194	I09	10000	20	control	human
BR00127194	I10	10000	20	control	human
BR00127194	I11	10000	12	control	human
BR00127194	I12	10000	12	control	human
BR00127194	I13	10000	47	deletion	human
BR00127194	I14	10000	47	deletion	human
BR00127194	I15	10000	5	control	human
BR00127194	I16	10000	5	control	human
BR00127194	I17	10000	40	deletion	human
BR00127194	I18	10000	40	deletion	human
BR00127194	I19	10000	27	deletion	human
BR00127194	I20	10000	27	deletion	human
BR00127194	I21	10000	42	deletion	human
BR00127194	I22	10000	42	deletion	human
BR00127194	I23	10000	19	control	human
BR00127194	I24	10000	19	control	human
BR00127194	J01	10000	24	control	isogenic_control
BR00127194	J02	10000	24	control	isogenic_control
BR00127194	J03	10000	38	deletion	human
BR00127194	J04	10000	38	deletion	human
BR00127194	J05	10000	44	deletion	human
BR00127194	J06	10000	44	deletion	human
BR00127194	J07	10000	47	deletion	human
BR00127194	J08	10000	47	deletion	human
BR00127194	J09	10000	20	control	human
BR00127194	J10	10000	20	control	human
BR00127194	J11	10000	12	control	human
BR00127194	J12	10000	12	control	human
BR00127194	J13	10000	47	deletion	human
BR00127194	J14	10000	47	deletion	human
BR00127194	J15	10000	5	control	human
BR00127194	J16	10000	5	control	human
BR00127194	J17	10000	40	deletion	human
BR00127194	J18	10000	40	deletion	human
BR00127194	J19	10000	27	deletion	human
BR00127194	J20	10000	27	deletion	human
BR00127194	J21	10000	42	deletion	human
BR00127194	J22	10000	42	deletion	human
BR00127194	J23	10000	19	control	human
BR00127194	J24	10000	19	control	human
BR00127194	K01	10000	6	control	human
BR00127194	K02	10000	6	control	human
BR00127194	K03	10000	40	deletion	human
BR00127194	K04	10000	40	deletion	human
BR00127194	K05	10000	41	deletion	human
BR00127194	K06	10000	41	deletion	human
BR00127194	K07	10000	2	control	human
BR00127194	K08	10000	2	control	human
BR00127194	K09	10000	26	deletion	isogenic_deletion
BR00127194	K10	10000	26	deletion	isogenic_deletion
BR00127194	K11	10000	48	deletion	human
BR00127194	K12	10000	48	deletion	human
BR00127194	K13	10000	39	deletion	human
BR00127194	K14	10000	39	deletion	human
BR00127194	K15	10000	48	deletion	human
BR00127194	K16	10000	48	deletion	human
BR00127194	K17	10000	30	deletion	human
BR00127194	K18	10000	30	deletion	human
BR00127194	K19	10000	8	control	human
BR00127194	K20	10000	8	control	human
BR00127194	K21	10000	46	deletion	human
BR00127194	K22	10000	46	deletion	human
BR00127194	K23	10000	32	deletion	human
BR00127194	K24	10000	32	deletion	human
BR00127194	L01	10000	6	control	human
BR00127194	L02	10000	6	control	human
BR00127194	L03	10000	40	deletion	human
BR00127194	L04	10000	40	deletion	human
BR00127194	L05	10000	41	deletion	human
BR00127194	L06	10000	41	deletion	human
BR00127194	L07	10000	2	control	human
BR00127194	L08	10000	2	control	human
BR00127194	L09	10000	26	deletion	isogenic_deletion
BR00127194	L10	10000	26	deletion	isogenic_deletion
BR00127194	L11	10000	48	deletion	human
BR00127194	L12	10000	48	deletion	human
BR00127194	L13	10000	39	deletion	human
BR00127194	L14	10000	39	deletion	human
BR00127194	L15	10000	48	deletion	human
BR00127194	L16	10000	48	deletion	human
BR00127194	L17	10000	30	deletion	human
BR00127194	L18	10000	30	deletion	human
BR00127194	L19	10000	8	control	human
BR00127194	L20	10000	8	control	human
BR00127194	L21	10000	46	deletion	human
BR00127194	L22	10000	46	deletion	human
BR00127194	L23	10000	32	deletion	human
BR00127194	L24	10000	32	deletion	human
BR00127194	M01	10000	14	control	human
BR00127194	M02	10000	14	control	human
BR00127194	M03	10000	36	deletion	human
BR00127194	M04	10000	36	deletion	human
BR00127194	M05	10000	43	deletion	human
BR00127194	M06	10000	43	deletion	human
BR00127194	M07	10000	16	control	human
BR00127194	M08	10000	16	control	human
BR00127194	M09	10000	45	deletion	human
BR00127194	M10	10000	45	deletion	human
BR00127194	M11	10000	4	control	human
BR00127194	M12	10000	4	control	human
BR00127194	M13	10000	25	deletion	isogenic_deletion
BR00127194	M14	10000	25	deletion	isogenic_deletion
BR00127194	M15	10000	34	deletion	human
BR00127194	M16	10000	34	deletion	human
BR00127194	M17	10000	44	deletion	human
BR00127194	M18	10000	44	deletion	human
BR00127194	M19	10000	15	control	human
BR00127194	M20	10000	15	control	human
BR00127194	M21	10000	37	deletion	human
BR00127194	M22	10000	37	deletion	human
BR00127194	M23	10000	7	control	human
BR00127194	M24	10000	7	control	human
BR00127194	N01	10000	14	control	human
BR00127194	N02	10000	14	control	human
BR00127194	N03	10000	36	deletion	human
BR00127194	N04	10000	36	deletion	human
BR00127194	N05	10000	43	deletion	human
BR00127194	N06	10000	43	deletion	human
BR00127194	N07	10000	16	control	human
BR00127194	N08	10000	16	control	human
BR00127194	N09	10000	45	deletion	human
BR00127194	N10	10000	45	deletion	human
BR00127194	N11	10000	4	control	human
BR00127194	N12	10000	4	control	human
BR00127194	N13	10000	25	deletion	isogenic_deletion
BR00127194	N14	10000	25	deletion	isogenic_deletion
BR00127194	N15	10000	34	deletion	human
BR00127194	N16	10000	34	deletion	human
BR00127194	N17	10000	44	deletion	human
BR00127194	N18	10000	44	deletion	human
BR00127194	N19	10000	15	control	human
BR00127194	N20	10000	15	control	human
BR00127194	N21	10000	37	deletion	human
BR00127194	N22	10000	37	deletion	human
BR00127194	N23	10000	7	control	human
BR00127194	N24	10000	7	control	human
BR00127194	O01	10000	10	control	human
BR00127194	O02	10000	10	control	human
BR00127194	O03	10000	25	deletion	isogenic_deletion
BR00127194	O04	10000	25	deletion	isogenic_deletion
BR00127194	O05	10000	8	control	human
BR00127194	O06	10000	8	control	human
BR00127194	O07	10000	31	deletion	human
BR00127194	O08	10000	31	deletion	human
BR00127194	O09	10000	18	control	human
BR00127194	O10	10000	18	control	human
BR00127194	O11	10000	21	control	human
BR00127194	O12	10000	21	control	human
BR00127194	O13	10000	3	control	human
BR00127194	O14	10000	3	control	human
BR00127194	O15	10000	23	control	isogenic_control
BR00127194	O16	10000	23	control	isogenic_control
BR00127194	O17	10000	33	deletion	human
BR00127194	O18	10000	33	deletion	human
BR00127194	O19	10000	13	control	human
BR00127194	O20	10000	13	control	human
BR00127194	O21	10000	35	deletion	human
BR00127194	O22	10000	35	deletion	human
BR00127194	O23	10000	22	control	human
BR00127194	O24	10000	22	control	human
BR00127194	P01	10000	10	control	human
BR00127194	P02	10000	10	control	human
BR00127194	P03	10000	25	deletion	isogenic_deletion
BR00127194	P04	10000	25	deletion	isogenic_deletion
BR00127194	P05	10000	8	control	human
BR00127194	P06	10000	8	control	human
BR00127194	P07	10000	31	deletion	human
BR00127194	P08	10000	31	deletion	human
BR00127194	P09	10000	18	control	human
BR00127194	P10	10000	18	control	human
BR00127194	P11	10000	21	control	human
BR00127194	P12	10000	21	control	human
BR00127194	P13	10000	3	control	human
BR00127194	P14	10000	3	control	human
BR00127194	P15	10000	23	control	isogenic_control
BR00127194	P16	10000	23	control	isogenic_control
BR00127194	P17	10000	33	deletion	human
BR00127194	P18	10000	33	deletion	human
BR00127194	P19	10000	13	control	human
BR00127194	P20	10000	13	control	human
BR00127194	P21	10000	35	deletion	human
BR00127194	P22	10000	35	deletion	human
BR00127194	P23	10000	22	control	human
BR00127194	P24	10000	22	control	human
